Cell Cgi,Cell Tower Location,Comm Identifier,Comm Timedate String,Comm Type,Latitude,Longitude
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/30/15 20:40,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/30/15 20:40,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/30/15 20:40,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/30/15 20:41,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/30/15 20:41,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/30/15 20:41,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,1/31/15 10:04,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 10:04,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 10:04,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,1/31/15 10:24,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,1/31/15 10:24,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 10:25,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,1/31/15 10:47,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 10:47,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,1/31/15 11:28,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,1/31/15 11:28,Internet,-33.796679,151.285293
5.05E+12,MANLY SOUTH STEYNE,,1/31/15 11:33,Internet,-33.79948,151.28934
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 11:43,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 11:55,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 11:55,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 13:42,Internet,-33.79661,151.27756
5.05E+12,MANLY SOUTH STEYNE,,1/31/15 13:55,Internet,-33.79948,151.28934
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 13:55,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 13:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 16:33,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 16:33,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 16:34,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 16:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 16:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 16:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 18:47,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 18:47,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 18:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 18:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 18:48,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,1/31/15 18:59,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,1/31/15 18:59,Internet,-33.779333,151.276901
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 19:12,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 19:12,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,1/31/15 19:12,Internet,-33.78815,151.26654
5.05E+12,MANLY #,,1/31/15 19:18,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,1/31/15 19:18,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 19:18,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 21:29,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 21:29,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,1/31/15 21:30,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 21:30,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,1/31/15 21:40,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,1/31/15 21:40,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,1/31/15 21:57,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,1/31/15 21:57,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 22:02,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,1/31/15 22:02,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:11,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,2/1/15 8:17,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,2/1/15 8:17,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:18,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:19,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:19,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:19,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:19,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 8:19,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 9:20,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,2/1/15 9:25,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,2/1/15 9:25,Internet,-33.796679,151.285293
5.05E+12,MANLY NTH STEYNE,,2/1/15 9:26,Internet,-33.791965,151.286589
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 10:05,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 10:07,Internet,-33.79661,151.27756
5.05E+12,MANLY NTH STEYNE,,2/1/15 10:07,Internet,-33.791965,151.286589
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 10:13,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 10:13,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 10:15,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 10:15,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:06,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:12,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:12,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:13,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,91aba4a11359ff3af7902428d20cfa7e676c36e7,2/1/15 11:13,Phone,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:15,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:25,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 11:25,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,2/1/15 12:18,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,2/1/15 12:18,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,2/1/15 12:19,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,2/1/15 12:19,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 12:20,Internet,-33.79661,151.27756
5.05E+12,MANLY #,,2/1/15 12:35,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/1/15 12:35,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:37,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:53,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:53,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:53,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 12:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 13:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 13:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 13:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 14:01,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 14:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 14:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 14:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 16:13,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,2/1/15 16:13,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,2/1/15 16:13,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 17:09,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 17:09,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 17:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/1/15 18:41,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,2/1/15 18:41,Internet,-33.779333,151.276901
5.05E+12,HARBORD 22 WAINE ST,,2/1/15 18:41,Internet,-33.779333,151.276901
5.05E+12,MANLY #,,2/1/15 19:19,Internet,-33.796679,151.285293
5.05E+12,MANLY #,,2/1/15 19:19,Internet,-33.796679,151.285293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 3:15,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 6:03,Internet,-33.79661,151.27756
5.05E+12,MANLY SOUTH STEYNE,,2/2/15 8:09,Internet,-33.79948,151.28934
5.05E+12,MANLY SOUTH STEYNE,,2/2/15 8:09,Internet,-33.79948,151.28934
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 8:09,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 8:57,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 8:57,Internet,-33.78815,151.26654
505010152532C,CREMORNE JUNCTION; GERARD ST,,2/2/15 9:14,Internet,-33.828073,151.226275
5050101532B23,CHIPPENDALE,,2/2/15 9:40,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/2/15 9:40,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,2/2/15 9:40,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,2/2/15 9:40,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,2/2/15 9:41,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,2/2/15 9:41,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,2/2/15 9:43,Internet,-33.88417103,151.20235
505010153111F,HAYMARKET #,,2/2/15 9:48,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,2/2/15 9:48,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,2/2/15 9:56,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/2/15 9:56,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/2/15 17:27,Internet,-33.88417103,151.20235
505010153A565,CENTRAL SRA DONOR,,2/2/15 17:57,Internet,-33.88024,151.20569
505010153A565,CENTRAL SRA DONOR,,2/2/15 17:58,Internet,-33.88024,151.20569
505010153A14C,HAYMARKET TE LEVEL 5 SRA BTS HOTEL,,2/2/15 18:00,Internet,-33.88024,151.20569
50501015369CB,71 MACQUARIE ST,,2/2/15 18:10,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/2/15 18:16,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/2/15 18:31,Internet,-33.86113,151.21293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 18:46,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 18:46,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 18:47,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 18:47,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 18:48,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/2/15 18:48,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 18:49,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 18:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 18:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:17,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:17,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:18,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 19:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 20:23,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 20:23,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 20:24,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:01,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:20,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:20,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:24,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:25,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:29,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/2/15 21:32,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 1:45,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 4:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 4:30,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 6:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 6:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 6:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 6:52,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 6:55,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 6:56,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 7:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 7:45,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 7:45,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 7:46,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 7:56,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,2/3/15 7:56,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:02,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:03,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:03,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:04,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:44,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:48,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:59,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 8:59,Internet,-33.78815,151.26654
505010153111F,HAYMARKET #,,2/3/15 10:20,Internet,-33.88032891,151.2056904
505010153111F,HAYMARKET #,,2/3/15 10:20,Internet,-33.88032891,151.2056904
5050101532B23,CHIPPENDALE,,2/3/15 15:14,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 16:06,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 16:06,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 16:44,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 16:44,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:24,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:25,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:25,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:25,Internet,-33.88417103,151.20235
5050101532B26,CHIPPENDALE,a804558e420ececf05faedf05722704a115f1b50,2/3/15 17:25,Phone,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:28,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:28,Internet,-33.88417103,151.20235
5050101532B23,CHIPPENDALE,,2/3/15 17:28,Internet,-33.88417103,151.20235
5050101532B24,CHIPPENDALE,91aba4a11359ff3af7902428d20cfa7e676c36e7,2/3/15 17:28,Phone,-33.88417103,151.20235
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 17:33,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 17:52,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 17:52,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 17:53,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 18:00,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 18:00,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 18:00,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 18:08,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 19:07,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 19:12,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 19:14,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 19:16,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 19:17,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 19:44,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 20:17,Internet,-33.8864,151.2088
505010153424C,SURRY HILLS 418A ELIZABETH ST,,2/3/15 20:23,Internet,-33.8864,151.2088
505010153A14C,HAYMARKET TE LEVEL 5 SRA BTS HOTEL,,2/3/15 20:48,Internet,-33.88024,151.20569
50501015369CB,71 MACQUARIE ST,,2/3/15 20:49,Internet,-33.86113,151.21293
5.05E+12,THE ROCKS 55 HARRINGTON ST,,2/3/15 21:05,Internet,-33.85947,151.20749
5.05E+12,THE ROCKS 55 HARRINGTON ST,,2/3/15 21:05,Internet,-33.85947,151.20749
50501015369CB,71 MACQUARIE ST,,2/3/15 21:06,Internet,-33.86113,151.21293
5.05E+12,THE ROCKS 55 HARRINGTON ST,91aba4a11359ff3af7902428d20cfa7e676c36e7,2/3/15 21:06,Phone,-33.85947,151.20749
50501015369CB,71 MACQUARIE ST,,2/3/15 21:11,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/3/15 21:11,Internet,-33.86113,151.21293
5.05E+12,71 MACQUARIE ST,6bbc17070aa91e2dab7909b96c6eecbd6109ba56,2/3/15 21:11,Phone,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/3/15 21:16,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/3/15 21:16,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/3/15 21:16,Internet,-33.86113,151.21293
5.05E+12,71 MACQUARIE ST,91aba4a11359ff3af7902428d20cfa7e676c36e7,2/3/15 21:16,Phone,-33.86113,151.21293
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/3/15 21:54,Internet,-33.79661,151.27756
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/3/15 21:54,Internet,-33.79661,151.27756
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:06,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:13,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:13,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:16,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:36,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:38,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:41,Internet,-33.78815,151.26654
5.05E+12,HARBORD 22 WAINE ST,,2/3/15 22:41,Internet,-33.779333,151.276901
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:42,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/3/15 22:58,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 2:00,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 2:43,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 2:43,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 5:50,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 8:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 8:27,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 8:28,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 9:02,Internet,-33.78815,151.26654
505012056EF02,BALGOWLAH HAYES ST,,2/4/15 9:02,Internet,-33.78815,151.26654
505010152532C,FAIRLIGHT 137 SYDNEY RD,,2/4/15 9:04,Internet,-33.79661,151.27756
50501015369CB,71 MACQUARIE ST,,2/4/15 9:16,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/4/15 9:35,Internet,-33.86113,151.21293
5050101532B23,CHIPPENDALE,,2/4/15 9:43,Internet,-33.88417103,151.20235
50501015369CB,71 MACQUARIE ST,,2/4/15 9:43,Internet,-33.86113,151.21293
50501015369CB,71 MACQUARIE ST,,2/4/15 9:43,Internet,-33.86113,151.21293
5.05E+12,71 MACQUARIE ST,12e3d1b0c95aa32b6890c4455918dfc10e09fb51,2/4/15 9:43,Phone,-33.86113,151.21293
5050120033D17,71 MACQUARIE ST,bc0b01860486b0f0a240ce8419d3d7553fe404ab,2/4/15 9:44,SMS,-33.86113,151.21293
505010153A565,CENTRAL SRA DONOR,,2/4/15 9:52,Internet,-33.88024,151.20569
505010153A565,CENTRAL SRA DONOR,,2/4/15 9:52,Internet,-33.88024,151.20569
505010153A565,CENTRAL SRA DONOR,,2/4/15 9:52,Internet,-33.88024,151.20569
